activity,parkCode,states,fullName
Caving,elma,NM,El Malpais National Monument
Caving,grba,NV,Great Basin National Park
Caving,jeca,SD,Jewel Cave National Monument
Caving,labe,CA,Lava Beds National Monument
Caving,maca,KY,Mammoth Cave National Park
Caving,orca,OR,Oregon Caves National Monument & Preserve
Caving,ozar,MO,Ozark National Scenic Riverways
Caving,pinn,CA,Pinnacles National Park
Caving,seki,CA,Sequoia & Kings Canyon National Parks
Caving,tica,UT,Timpanogos Cave National Monument
Caving,wica,SD,Wind Cave National Park
Climbing,acad,ME,Acadia National Park
Climbing,ania,AK,Aniakchak National Monument & Preserve
Climbing,arch,UT,Arches National Park
Climbing,biso,"KY,TN",Big South Fork National River & Recreation Area
Climbing,blca,CO,Black Canyon Of The Gunnison National Park
Climbing,cany,UT,Canyonlands National Park
Climbing,care,UT,Capitol Reef National Park
Climbing,cato,MD,Catoctin Mountain Park
Climbing,chch,"GA,TN",Chickamauga & Chattanooga National Military Park
Climbing,ciro,ID,City Of Rocks National Reserve
Climbing,colm,CO,Colorado National Monument
Climbing,cure,CO,Curecanti National Recreation Area
Climbing,dena,AK,Denali National Park & Preserve
Climbing,deto,WY,Devils Tower National Monument
Climbing,dewa,"NJ,PA",Delaware Water Gap National Recreation Area
Climbing,gaar,AK,Gates Of The Arctic National Park & Preserve
Climbing,glac,MT,Glacier National Park
Climbing,glba,AK,Glacier Bay National Park & Preserve
Climbing,grba,NV,Great Basin National Park
Climbing,grsa,CO,Great Sand Dunes National Park & Preserve
Climbing,grte,WY,Grand Teton National Park
Climbing,jotr,CA,Joshua Tree National Park
Climbing,kefj,AK,Kenai Fjords National Park
Climbing,klgo,AK,Klondike Gold Rush National Historical Park
Climbing,lacl,AK,Lake Clark National Park & Preserve
Climbing,liri,AL,Little River Canyon National Preserve
Climbing,mora,WA,Mount Rainier National Park
Climbing,neri,WV,New River Gorge National Park & Preserve
Climbing,noca,WA,North Cascades National Park
Climbing,obed,TN,Obed Wild & Scenic River
Climbing,olym,WA,Olympic National Park
Climbing,pinn,CA,Pinnacles National Park
Climbing,piro,MI,Pictured Rocks National Lakeshore
Climbing,romo,CO,Rocky Mountain National Park
Climbing,samo,CA,Santa Monica Mountains National Recreation Area
Climbing,seki,CA,Sequoia & Kings Canyon National Parks
Climbing,shen,VA,Shenandoah National Park
Climbing,wrst,AK,Wrangell - St Elias National Park & Preserve
Climbing,yose,CA,Yosemite National Park
Climbing,zion,UT,Zion National Park
Compass and GPS,acad,ME,Acadia National Park
Compass and GPS,alka,HI,Ala Kahakai National Historic Trail
